company_name,sector,offer_price,shares_offered,underwriter_reputation,market_conditions,company_revenue,company_age_years,num_employees,exchange,ipo_outcome
BetaDynamics4999,Energy,13.62,5140904,8,Bull,222.62,18,648,NYSE,Success
GammaVentures5000,Technology,25.62,552101,5,Bear,972.74,32,2936,NYSE,Failure
DeltaGlobal5001,Consumer Goods,20.15,1423389,5,Bull,36.72,36,227,NASDAQ,Failure
OmegaNetworks5002,Industrials,15.46,6093604,3,Neutral,348.71,42,1093,NASDAQ,Success
NovaInnovations5003,Technology,15.2,2061908,8,Bear,194.64,11,280,NASDAQ,Success
ApexPartners5004,Technology,11.76,5842150,5,Neutral,17.44,13,36,NYSE,Failure
ZenithEnterprises5005,Finance,16.48,1026741,1,Neutral,53.14,40,215,NYSE,Failure
VertexDigital5006,Industrials,34.81,7713480,7,Bull,51.37,7,181,NASDAQ,Success
QuantumAnalytics5007,Consumer Goods,22.7,602626,5,Bull,11.62,37,60,NASDAQ,Success
NexusRobotics5008,Consumer Goods,32.44,12220575,5,Bull,69.84,13,520,NYSE,Success
PulseBio5009,Finance,26.0,2032228,5,Neutral,61.56,3,320,NASDAQ,Failure
VortexPharma5010,Technology,14.79,15114400,5,Bear,95.78,34,261,NASDAQ,Success
CipherCapital5011,Finance,8.81,1410546,10,Bull,60.63,8,138,NASDAQ,Success
HelixEnergy5012,Technology,12.64,22404340,9,Neutral,20.07,52,117,NASDAQ,Success
PrismHealth5013,Consumer Goods,14.36,1254614,7,Bull,2141.46,46,4303,NASDAQ,Success
FluxCorp5014,Technology,13.81,543644,6,Bear,75.6,12,213,NYSE,Failure
AetherInc5015,Healthcare,32.8,3413003,8,Bear,383.7,58,220,NASDAQ,Success
TitanTechnologies5016,Finance,32.63,11228761,6,Bull,105.33,24,191,NASDAQ,Success
OrionSystems5017,Finance,60.7,7208623,7,Neutral,523.47,53,1692,NYSE,Failure
StellarSolutions5018,Energy,13.71,10458977,7,Neutral,17.05,76,39,NYSE,Failure
CrestGroup5019,Finance,44.64,7352273,6,Bear,47.78,58,221,NASDAQ,Success
SummitHoldings5020,Real Estate,44.51,1439393,7,Neutral,27.88,25,136,NASDAQ,Success
PinnacleLabs5021,Industrials,17.88,7035060,5,Bull,23.15,39,58,NYSE,Success
HorizonDynamics5022,Real Estate,25.45,3587025,6,Bear,81.55,25,396,NASDAQ,Success
EclipseVentures5023,Energy,37.35,1607625,4,Bear,37.74,28,132,NASDAQ,Failure
RadiantGlobal5024,Energy,19.5,3911197,4,Bull,6.42,71,34,NYSE,Failure
ForgeNetworks5025,Energy,18.76,3089976,1,Neutral,34.67,55,73,NASDAQ,Failure
CatalystInnovations5026,Finance,14.68,13470228,6,Bear,30.6,44,224,NASDAQ,Success
SynergyPartners5027,Healthcare,6.17,1953479,7,Bull,204.61,22,289,NASDAQ,Success
MomentumEnterprises5028,Energy,20.81,1864274,8,Bear,6.23,42,20,NYSE,Success
ElevateDigital5029,Technology,14.08,1625557,3,Neutral,25.3,51,108,NYSE,Failure
IgniteAnalytics5030,Technology,11.73,21787532,6,Bull,17.72,57,47,NYSE,Success
ThriveRobotics5031,Real Estate,24.81,1719103,5,Neutral,166.91,8,1252,NASDAQ,Failure
AlphaBio5032,Technology,9.72,11957129,7,Bull,24.09,70,59,NYSE,Failure
BetaPharma5033,Finance,30.06,1165443,4,Bull,262.2,44,949,NASDAQ,Success
GammaCapital5034,Energy,25.58,5425517,5,Neutral,50.88,29,396,NASDAQ,Success
DeltaEnergy5035,Technology,16.44,4250339,2,Bull,113.82,58,470,NYSE,Success
OmegaHealth5036,Real Estate,19.46,11221795,4,Bear,286.73,44,470,NASDAQ,Failure
NovaCorp5037,Technology,11.08,9707203,6,Bull,9.0,26,55,NASDAQ,Failure
ApexInc5038,Real Estate,29.23,3547983,6,Bull,37.68,74,271,NASDAQ,Success
ZenithTechnologies5039,Industrials,22.06,1910592,2,Bear,102.68,74,143,NYSE,Failure
VertexSystems5040,Technology,22.9,16600803,4,Neutral,73.47,73,402,NYSE,Success
QuantumSolutions5041,Technology,25.81,1728997,6,Bull,7.8,6,54,NASDAQ,Failure
NexusGroup5042,Healthcare,14.57,338498,8,Neutral,155.21,74,1081,NASDAQ,Failure
PulseHoldings5043,Healthcare,9.4,509627,4,Bull,58.65,22,241,NYSE,Success
VortexLabs5044,Technology,32.42,650137,6,Neutral,66.18,28,231,NASDAQ,Failure
CipherDynamics5045,Telecommunications,28.34,5930953,4,Neutral,39.17,55,200,NYSE,Failure
HelixVentures5046,Technology,15.37,29932865,5,Neutral,0.46,39,10,NYSE,Failure
PrismGlobal5047,Industrials,24.64,425082,4,Neutral,123.74,67,233,NASDAQ,Failure
FluxNetworks5048,Technology,37.67,1494713,3,Neutral,131.9,54,382,NYSE,Failure
AetherInnovations5049,Telecommunications,35.49,3573391,5,Neutral,29.02,10,86,NYSE,Success
TitanPartners5050,Technology,15.15,15332831,8,Neutral,5.89,12,25,NASDAQ,Success
OrionEnterprises5051,Finance,9.54,1486689,4,Neutral,24.46,8,273,NASDAQ,Failure
StellarDigital5052,Energy,10.4,5901988,4,Bull,242.86,27,1472,NYSE,Success
CrestAnalytics5053,Technology,17.19,2545686,6,Neutral,29.61,38,32,NYSE,Failure
SummitRobotics5054,Industrials,41.73,44329531,6,Bear,56.47,71,193,NASDAQ,Failure
PinnacleBio5055,Healthcare,13.95,3777376,5,Neutral,33.1,28,69,NASDAQ,Failure
HorizonPharma5056,Finance,14.91,4665421,6,Neutral,87.63,8,475,NYSE,Success
EclipseCapital5057,Finance,14.75,3556391,3,Bull,7.57,44,46,NYSE,Failure
RadiantEnergy5058,Energy,15.4,2159340,4,Bull,40.31,34,302,NYSE,Failure
ForgeHealth5059,Technology,19.97,8451634,7,Bull,282.71,68,440,NYSE,Success
CatalystCorp5060,Technology,10.59,1025788,5,Bear,13.8,3,40,NASDAQ,Success
SynergyInc5061,Technology,34.54,441546,7,Neutral,36.15,24,119,NYSE,Failure
MomentumTechnologies5062,Healthcare,18.68,2813121,8,Bull,264.91,56,477,NASDAQ,Failure
ElevateSystems5063,Technology,69.38,7389448,7,Bull,167.34,1,426,NYSE,Success
IgniteSolutions5064,Real Estate,11.17,1828896,3,Bull,107.62,46,569,NYSE,Success
ThriveGroup5065,Finance,44.48,3939209,5,Neutral,97.83,54,368,NASDAQ,Failure
AlphaHoldings5066,Energy,40.27,964440,8,Bull,95.54,3,247,NASDAQ,Failure
BetaLabs5067,Healthcare,16.35,9460760,7,Bull,38.64,46,144,NASDAQ,Success
GammaDynamics5068,Healthcare,16.49,6273905,6,Bear,285.2,75,309,NASDAQ,Failure
DeltaVentures5069,Finance,12.67,3334149,2,Bull,27.04,42,40,NASDAQ,Success
OmegaGlobal5070,Healthcare,12.74,3869863,4,Neutral,12.29,14,107,NYSE,Failure
NovaNetworks5071,Healthcare,20.08,811325,6,Neutral,6.85,63,26,NASDAQ,Failure
ApexInnovations5072,Finance,20.29,848399,3,Bull,21.65,5,184,NASDAQ,Failure
ZenithPartners5073,Finance,9.01,2893590,7,Neutral,21.24,68,76,NASDAQ,Failure
VertexEnterprises5074,Telecommunications,63.23,5464235,5,Neutral,18.78,77,86,NYSE,Success
QuantumDigital5075,Technology,17.64,5748092,2,Bull,9.36,12,73,NYSE,Success
NexusAnalytics5076,Finance,20.76,2274036,4,Bull,95.68,22,460,NYSE,Failure
PulseRobotics5077,Technology,14.69,6888599,5,Bull,13.2,67,48,NASDAQ,Failure
VortexBio5078,Healthcare,17.58,13535027,5,Bull,124.3,60,365,NASDAQ,Success
CipherPharma5079,Consumer Goods,16.79,2991640,8,Bull,161.02,44,429,NASDAQ,Failure
HelixCapital5080,Technology,20.06,4455562,7,Neutral,2590.23,54,4803,NASDAQ,Success
PrismEnergy5081,Energy,19.94,2655506,3,Bull,27.61,70,119,NYSE,Success
FluxHealth5082,Finance,30.04,2881131,3,Neutral,42.97,58,106,NASDAQ,Success
AetherCorp5083,Technology,22.5,3873094,5,Bear,17.82,46,83,NASDAQ,Failure
TitanInc5084,Telecommunications,28.56,17952937,6,Bear,9.42,32,23,NYSE,Failure
OrionTechnologies5085,Finance,19.99,8164257,7,Neutral,29.07,72,113,NYSE,Success
StellarSystems5086,Industrials,22.55,7460883,9,Neutral,17.05,46,79,NYSE,Failure
CrestSolutions5087,Finance,17.8,2076630,9,Neutral,9.24,67,29,NYSE,Success
SummitGroup5088,Telecommunications,33.17,1331510,5,Bull,77.87,69,211,NYSE,Failure
PinnacleHoldings5089,Healthcare,23.6,4826033,7,Bull,10.93,27,42,NASDAQ,Failure
HorizonLabs5090,Finance,18.56,11338848,6,Bull,127.59,60,281,NYSE,Failure
EclipseDynamics5091,Industrials,18.28,18318176,3,Bull,197.11,52,742,NYSE,Success
RadiantVentures5092,Healthcare,19.02,281352,2,Bull,14.92,19,85,NASDAQ,Success
ForgeGlobal5093,Healthcare,20.39,37745932,6,Neutral,444.86,46,1573,NYSE,Success
CatalystNetworks5094,Telecommunications,19.53,4960350,3,Bull,99.66,77,836,NYSE,Success
SynergyInnovations5095,Energy,15.19,8112611,4,Neutral,48.94,43,292,NYSE,Success
MomentumPartners5096,Consumer Goods,29.44,573811,4,Neutral,3.79,56,12,NYSE,Failure
ElevateEnterprises5097,Energy,30.39,2579469,6,Bear,4.18,9,20,NYSE,Success
IgniteDigital5098,Industrials,49.01,7443471,8,Bear,577.67,32,2344,NASDAQ,Success
ThriveAnalytics5099,Real Estate,14.85,1009789,6,Neutral,395.23,2,726,NASDAQ,Success
AlphaRobotics5100,Energy,28.03,181986,4,Bull,601.51,30,983,NASDAQ,Success
BetaBio5101,Healthcare,7.73,4572201,1,Bull,885.3,28,1992,NYSE,Failure
GammaPharma5102,Technology,30.4,3110261,6,Bull,429.26,16,820,NASDAQ,Success
DeltaCapital5103,Energy,9.7,13815988,6,Bull,78.07,40,573,NASDAQ,Success
OmegaEnergy5104,Industrials,12.28,2785899,4,Bear,126.43,41,329,NYSE,Success
NovaHealth5105,Finance,23.72,2997476,8,Bull,19.56,45,277,NYSE,Failure
ApexCorp5106,Technology,14.72,6567721,3,Bull,78.09,32,184,NYSE,Failure
ZenithInc5107,Healthcare,13.75,9189025,4,Neutral,167.07,42,321,NYSE,Success
VertexTechnologies5108,Finance,15.76,1609206,5,Bear,171.96,47,300,NASDAQ,Failure
QuantumSystems5109,Industrials,28.93,8406356,4,Bull,45.23,12,107,NYSE,Success
NexusSolutions5110,Technology,12.6,1940131,7,Bull,2.6,39,30,NYSE,Success
PulseGroup5111,Energy,19.55,3323475,6,Bull,5.64,66,17,NASDAQ,Failure
VortexHoldings5112,Industrials,16.62,6393355,8,Bear,111.5,57,196,NASDAQ,Failure
CipherLabs5113,Telecommunications,30.26,7611237,7,Bear,25.58,58,132,NYSE,Success
HelixDynamics5114,Technology,30.69,4494274,5,Neutral,148.09,24,137,NYSE,Failure
PrismVentures5115,Real Estate,8.02,1109527,5,Bull,8.79,70,22,NASDAQ,Success
FluxGlobal5116,Energy,33.87,503704,6,Neutral,420.89,40,907,NYSE,Failure
AetherNetworks5117,Industrials,14.8,2708875,5,Bull,13.38,71,76,NYSE,Failure
TitanInnovations5118,Technology,22.6,8634573,6,Bull,500.09,13,903,NYSE,Failure
OrionPartners5119,Finance,12.56,5125288,7,Neutral,5.33,67,40,NASDAQ,Success
StellarEnterprises5120,Energy,24.18,4164192,6,Neutral,134.97,24,245,NASDAQ,Success
CrestDigital5121,Healthcare,71.93,3246127,6,Bear,13.5,54,134,NYSE,Success
SummitAnalytics5122,Finance,21.4,4453059,4,Bull,53.88,2,287,NASDAQ,Success
PinnacleRobotics5123,Energy,15.96,1209731,8,Bear,274.38,36,440,NYSE,Success
HorizonBio5124,Energy,17.88,7132710,3,Neutral,211.17,63,489,NASDAQ,Success
EclipsePharma5125,Technology,9.64,7620148,6,Bull,15.88,51,27,NYSE,Failure
RadiantCapital5126,Finance,41.45,2291539,5,Bull,21.78,25,143,NASDAQ,Failure
ForgeEnergy5127,Technology,23.49,5060660,8,Bear,5.16,20,17,NYSE,Success
CatalystHealth5128,Real Estate,11.89,587393,7,Neutral,3.71,19,20,NASDAQ,Failure
SynergyCorp5129,Telecommunications,12.08,3913911,5,Bear,15.63,74,60,NASDAQ,Success
MomentumInc5130,Healthcare,20.24,2861552,9,Bull,15.15,25,34,NYSE,Success
ElevateTechnologies5131,Technology,32.01,11515826,5,Neutral,5.7,51,22,NYSE,Failure
IgniteSystems5132,Technology,11.3,2680080,7,Neutral,40.13,1,174,NASDAQ,Success
ThriveSolutions5133,Finance,35.05,7792439,4,Neutral,52.01,48,138,NYSE,Success
AlphaGroup5134,Real Estate,19.19,2210717,6,Bull,53.52,52,280,NYSE,Success
BetaHoldings5135,Finance,12.61,332335,4,Bull,16.47,47,106,NASDAQ,Success
GammaLabs5136,Technology,15.9,2608963,6,Bear,22.91,67,61,NASDAQ,Success
DeltaDynamics5137,Technology,48.15,3979860,5,Neutral,33.95,55,101,NASDAQ,Failure
OmegaVentures5138,Technology,10.03,3801238,7,Bear,185.97,17,387,NASDAQ,Success
NovaGlobal5139,Industrials,13.93,3859122,4,Bull,19.78,55,68,NASDAQ,Success
ApexNetworks5140,Energy,32.34,1970003,10,Neutral,4.4,19,60,NYSE,Success
ZenithInnovations5141,Energy,22.38,2364961,3,Bull,33.73,4,139,NASDAQ,Success
VertexPartners5142,Healthcare,13.52,1059869,6,Neutral,28.38,75,48,NYSE,Success
QuantumEnterprises5143,Real Estate,32.54,443917,6,Bear,4.84,34,22,NYSE,Failure
NexusDigital5144,Healthcare,33.32,2938885,7,Bear,30.0,35,91,NYSE,Failure
PulseAnalytics5145,Industrials,23.71,1551599,4,Bull,14.48,79,82,NASDAQ,Failure
VortexRobotics5146,Real Estate,14.79,9624625,6,Bull,48.58,49,413,NASDAQ,Failure
CipherBio5147,Finance,15.97,368802,4,Neutral,102.48,61,448,NASDAQ,Failure
HelixPharma5148,Real Estate,23.16,4373257,9,Neutral,24.41,71,93,NYSE,Success
PrismCapital5149,Healthcare,10.42,27275168,4,Bear,117.52,16,220,NASDAQ,Failure
FluxEnergy5150,Consumer Goods,39.01,2722751,5,Bear,34.5,13,261,NYSE,Failure
AetherHealth5151,Technology,47.0,3260046,4,Bull,36.72,35,116,NASDAQ,Failure
TitanCorp5152,Finance,17.85,5006996,4,Neutral,34.34,6,63,NASDAQ,Success
OrionInc5153,Technology,24.0,5414112,3,Bull,40.82,37,175,NYSE,Failure
StellarTechnologies5154,Technology,36.34,2172724,7,Bull,6.93,44,21,NYSE,Success
CrestSystems5155,Technology,53.4,1192668,4,Bear,3.51,79,34,NASDAQ,Failure
SummitSolutions5156,Healthcare,43.75,6278996,4,Bear,292.05,14,571,NASDAQ,Success
PinnacleGroup5157,Energy,8.43,485016,4,Bear,74.99,77,203,NYSE,Failure
HorizonHoldings5158,Finance,17.15,7513622,6,Neutral,24.19,20,25,NASDAQ,Success
EclipseLabs5159,Healthcare,25.8,2209333,6,Neutral,269.05,7,1116,NASDAQ,Success
RadiantDynamics5160,Telecommunications,15.69,3279118,6,Neutral,4010.23,68,3127,NYSE,Success
ForgeVentures5161,Telecommunications,48.98,1932629,4,Bear,5.75,22,24,NYSE,Success
CatalystGlobal5162,Technology,45.36,13672302,6,Bull,51.5,24,193,NYSE,Success
SynergyNetworks5163,Finance,13.36,4193350,4,Neutral,148.52,6,377,NYSE,Failure
MomentumInnovations5164,Energy,18.52,2369671,6,Bull,4.73,43,94,NYSE,Failure
ElevatePartners5165,Consumer Goods,13.81,2303861,5,Neutral,5.53,16,14,NYSE,Failure
IgniteEnterprises5166,Healthcare,18.22,2818859,2,Bull,227.96,49,471,NYSE,Success
ThriveDigital5167,Consumer Goods,17.94,35924863,10,Neutral,50.33,36,256,NYSE,Success
AlphaAnalytics5168,Technology,32.37,875816,7,Neutral,19.29,22,66,NASDAQ,Success
BetaRobotics5169,Healthcare,12.88,9653993,6,Neutral,4.66,49,30,NYSE,Failure
GammaBio5170,Consumer Goods,5.43,5769553,6,Neutral,89.07,13,985,NYSE,Success
DeltaPharma5171,Energy,9.0,15245756,10,Bull,6.67,65,39,NYSE,Success
OmegaCapital5172,Industrials,12.01,6132216,8,Bull,11.84,56,115,NASDAQ,Failure
NovaEnergy5173,Technology,14.47,3280029,6,Bull,13.02,7,85,NASDAQ,Success
ApexHealth5174,Technology,22.06,9065872,4,Neutral,32.84,80,179,NASDAQ,Success
ZenithCorp5175,Technology,11.71,4113434,4,Bear,10.47,23,47,NASDAQ,Failure
VertexInc5176,Technology,10.96,6954893,2,Bull,13.13,78,27,NYSE,Failure
QuantumTechnologies5177,Technology,12.62,13635939,5,Bull,225.31,49,974,NASDAQ,Success
NexusSystems5178,Finance,11.5,3585899,7,Neutral,70.23,74,296,NASDAQ,Success
PulseSolutions5179,Finance,15.22,2138499,7,Neutral,55.87,37,245,NYSE,Success
VortexGroup5180,Consumer Goods,14.9,1717169,7,Neutral,105.04,62,286,NASDAQ,Failure
CipherHoldings5181,Healthcare,28.35,5129611,4,Bull,11.15,25,39,NYSE,Failure
HelixLabs5182,Technology,12.25,1358418,7,Neutral,94.18,56,548,NYSE,Success
PrismDynamics5183,Consumer Goods,16.8,2304086,7,Bear,103.57,15,359,NASDAQ,Failure
FluxVentures5184,Technology,15.29,1242245,1,Neutral,11.76,12,23,NASDAQ,Success
AetherGlobal5185,Real Estate,30.1,5434831,6,Neutral,133.63,57,363,NYSE,Failure
TitanNetworks5186,Technology,18.59,1540849,10,Bull,77.75,3,209,NYSE,Success
OrionInnovations5187,Finance,33.97,902809,5,Bear,80.92,19,67,NASDAQ,Success
StellarPartners5188,Real Estate,11.29,1076498,1,Bull,664.71,40,922,NASDAQ,Failure
CrestEnterprises5189,Energy,19.6,1846701,4,Bear,65.6,55,778,NASDAQ,Failure
SummitDigital5190,Energy,15.06,2022205,2,Bull,13.67,47,19,NASDAQ,Failure
PinnacleAnalytics5191,Consumer Goods,10.88,4203603,4,Bull,66.38,74,120,NASDAQ,Failure
HorizonRobotics5192,Technology,19.42,2781154,3,Bull,55.7,58,55,NASDAQ,Success
EclipseBio5193,Consumer Goods,47.77,4734140,7,Bull,10.35,18,23,NASDAQ,Success
RadiantPharma5194,Real Estate,13.11,5129981,7,Bear,2.62,57,10,NASDAQ,Success
ForgeCapital5195,Telecommunications,18.85,6855072,6,Bear,49.51,58,94,NYSE,Success
CatalystEnergy5196,Finance,10.42,485131,8,Neutral,224.68,69,1330,NASDAQ,Success
SynergyHealth5197,Healthcare,9.68,1058937,4,Bull,227.88,65,897,NASDAQ,Failure
MomentumCorp5198,Industrials,13.55,5693790,6,Neutral,83.41,51,226,NASDAQ,Success
ElevateInc5199,Finance,16.04,4038614,10,Neutral,575.4,51,2758,NASDAQ,Failure
IgniteTechnologies5200,Healthcare,16.4,8683480,7,Bear,70.93,37,178,NYSE,Failure
ThriveSystems5201,Technology,17.94,698005,7,Neutral,40.62,27,90,NASDAQ,Success
AlphaSolutions5202,Technology,8.81,2032638,4,Neutral,74.15,77,188,NASDAQ,Success
BetaGroup5203,Finance,14.69,2430530,5,Neutral,18.18,20,36,NYSE,Failure
GammaHoldings5204,Technology,25.81,3861490,3,Bull,8.16,68,17,NYSE,Failure
DeltaLabs5205,Technology,10.18,3388430,9,Bull,12.58,63,83,NYSE,Success
OmegaDynamics5206,Technology,16.82,5225587,2,Bull,26.6,50,124,NYSE,Success
NovaVentures5207,Real Estate,23.25,2914899,7,Neutral,200.19,27,270,NASDAQ,Failure
ApexGlobal5208,Technology,13.58,12894820,7,Neutral,6.23,57,45,NYSE,Success
ZenithNetworks5209,Technology,23.83,17737813,2,Bull,12.67,65,77,NASDAQ,Failure
VertexInnovations5210,Finance,9.39,1068860,8,Bear,182.72,48,354,NYSE,Success
QuantumPartners5211,Technology,31.32,3419863,5,Bear,31.97,68,75,NYSE,Failure
NexusEnterprises5212,Telecommunications,24.12,7260754,3,Neutral,40.49,41,216,NYSE,Success
PulseDigital5213,Real Estate,20.65,5869781,6,Bull,31.12,70,148,NASDAQ,Success
VortexAnalytics5214,Finance,35.25,2174167,4,Bull,991.2,33,4403,NASDAQ,Success
CipherRobotics5215,Finance,17.04,4217971,5,Bear,126.53,66,444,NASDAQ,Failure
HelixBio5216,Healthcare,14.75,671011,4,Bull,79.67,6,102,NASDAQ,Success
PrismPharma5217,Technology,39.9,3207037,4,Neutral,73.42,73,108,NYSE,Failure
FluxCapital5218,Healthcare,50.42,758953,3,Bear,100.91,54,268,NYSE,Failure
AetherEnergy5219,Technology,14.2,5432874,7,Bear,873.33,75,2498,NASDAQ,Success
TitanHealth5220,Technology,18.98,1070934,6,Neutral,31.16,74,139,NASDAQ,Failure
OrionCorp5221,Energy,33.87,3847881,6,Bull,70.32,40,165,NASDAQ,Success
StellarInc5222,Technology,19.32,4498234,5,Bull,57.04,53,82,NASDAQ,Success
CrestTechnologies5223,Technology,27.04,3526667,6,Neutral,211.69,24,1121,NYSE,Failure
SummitSystems5224,Finance,29.67,1737655,4,Neutral,704.38,79,2857,NYSE,Success
PinnacleSolutions5225,Finance,15.16,2648838,4,Bull,22.59,16,46,NYSE,Success
HorizonGroup5226,Technology,24.77,10650012,9,Neutral,107.74,16,439,NYSE,Success
EclipseHoldings5227,Technology,20.02,2138021,7,Bear,71.12,32,257,NYSE,Failure
RadiantLabs5228,Technology,10.93,3339828,4,Bear,6.76,35,54,NASDAQ,Success
ForgeDynamics5229,Technology,12.25,1873298,3,Neutral,233.98,21,1245,NASDAQ,Success
CatalystVentures5230,Industrials,14.49,9069494,2,Bull,569.7,77,2417,NASDAQ,Success
SynergyGlobal5231,Real Estate,31.95,3533610,4,Bear,186.71,68,627,NYSE,Failure
MomentumNetworks5232,Finance,32.48,1522746,6,Bull,21.15,17,78,NASDAQ,Success
ElevateInnovations5233,Finance,29.22,3292393,6,Bear,7.13,68,34,NYSE,Success
IgnitePartners5234,Consumer Goods,25.03,2568848,6,Bull,142.83,26,353,NASDAQ,Failure
ThriveEnterprises5235,Energy,24.69,13158547,6,Neutral,10.81,36,209,NYSE,Success
AlphaDigital5236,Technology,23.08,3126149,3,Bear,12.56,79,61,NYSE,Success
BetaAnalytics5237,Technology,24.63,820157,9,Neutral,74.74,65,348,NASDAQ,Success
GammaRobotics5238,Finance,25.47,5382337,5,Bull,164.64,29,542,NASDAQ,Success
DeltaBio5239,Energy,9.95,19503167,6,Bull,32.98,52,76,NYSE,Failure
OmegaPharma5240,Technology,13.53,10820260,4,Neutral,40.05,65,183,NASDAQ,Failure
NovaCapital5241,Healthcare,12.01,1084973,6,Bull,46.16,46,116,NASDAQ,Success
ApexEnergy5242,Healthcare,34.94,2498676,10,Neutral,13.82,20,40,NYSE,Success
ZenithHealth5243,Healthcare,45.93,3170236,4,Neutral,30.87,65,159,NYSE,Success
VertexCorp5244,Finance,6.79,3208939,3,Neutral,4.82,29,16,NYSE,Failure
QuantumInc5245,Consumer Goods,43.92,4784833,4,Bull,164.54,65,683,NASDAQ,Success
NexusTechnologies5246,Finance,20.98,2317266,5,Bear,3577.35,44,6845,NYSE,Success
PulseSystems5247,Technology,33.33,1308479,4,Bull,59.75,64,372,NASDAQ,Failure
VortexSolutions5248,Technology,25.87,8467961,3,Neutral,325.9,66,965,NASDAQ,Success
CipherGroup5249,Industrials,41.27,1062817,5,Bull,36.88,44,84,NASDAQ,Failure
HelixHoldings5250,Finance,22.31,1465758,9,Neutral,7.25,27,70,NASDAQ,Success
PrismLabs5251,Technology,10.16,1056232,5,Bear,1598.44,26,4841,NASDAQ,Success
FluxDynamics5252,Healthcare,19.05,6029727,5,Neutral,15.36,3,108,NYSE,Failure
AetherVentures5253,Industrials,25.99,3636278,6,Neutral,226.02,33,818,NASDAQ,Success
TitanGlobal5254,Industrials,18.03,7908934,7,Neutral,75.5,17,113,NYSE,Success
OrionNetworks5255,Real Estate,27.91,1490774,8,Bull,324.01,55,1159,NYSE,Success
StellarInnovations5256,Energy,19.44,933771,6,Neutral,49.37,53,91,NASDAQ,Failure
CrestPartners5257,Finance,14.91,2097169,5,Bear,9.53,73,36,NASDAQ,Success
SummitEnterprises5258,Finance,11.67,2723702,4,Neutral,20.14,14,56,NASDAQ,Success
PinnacleDigital5259,Technology,16.51,4029272,7,Bull,1860.03,58,1392,NASDAQ,Success
HorizonAnalytics5260,Consumer Goods,22.25,607804,4,Neutral,88.19,19,293,NYSE,Failure
EclipseRobotics5261,Energy,7.54,5276274,4,Bear,1430.99,64,2436,NASDAQ,Failure
RadiantBio5262,Technology,13.6,1336762,6,Neutral,31.46,65,232,NASDAQ,Success
ForgePharma5263,Real Estate,7.4,1710992,9,Bear,159.29,24,784,NASDAQ,Failure
CatalystCapital5264,Healthcare,14.75,10571894,7,Bear,7.96,78,47,NASDAQ,Success
SynergyEnergy5265,Technology,36.55,368355,5,Bull,57.09,36,282,NASDAQ,Failure
MomentumHealth5266,Healthcare,11.1,4513132,4,Bull,1532.49,51,2480,NASDAQ,Success
ElevateCorp5267,Real Estate,28.55,4496134,9,Neutral,16.85,60,70,NYSE,Success
IgniteInc5268,Real Estate,83.46,1441529,5,Neutral,19.38,49,88,NYSE,Success
ThriveTechnologies5269,Finance,41.54,2090671,5,Bull,188.93,70,456,NASDAQ,Success
AlphaSystems5270,Telecommunications,21.47,11084372,7,Bear,64.84,6,234,NYSE,Success
BetaSolutions5271,Real Estate,30.85,23275771,5,Neutral,938.41,41,2460,NASDAQ,Success
GammaGroup5272,Industrials,10.13,9480293,4,Bear,38.04,64,75,NYSE,Failure
DeltaHoldings5273,Real Estate,9.15,21549683,4,Bear,60.53,2,163,NASDAQ,Failure
OmegaLabs5274,Healthcare,20.38,1637478,4,Neutral,87.82,39,394,NASDAQ,Failure
NovaDynamics5275,Industrials,24.52,673279,3,Bull,10.87,71,41,NYSE,Success
ApexVentures5276,Energy,34.72,3101444,3,Bear,7.78,27,32,NYSE,Success
ZenithGlobal5277,Consumer Goods,15.11,7310766,7,Bear,6.79,8,63,NYSE,Failure
VertexNetworks5278,Technology,22.12,511575,7,Bear,0.38,31,10,NYSE,Failure
QuantumInnovations5279,Consumer Goods,21.75,1294381,4,Bull,48.06,43,207,NYSE,Failure
NexusPartners5280,Telecommunications,18.81,1446424,7,Bull,7.76,8,45,NYSE,Success
PulseEnterprises5281,Healthcare,19.37,4669504,6,Neutral,24.32,39,153,NASDAQ,Failure
VortexDigital5282,Telecommunications,13.1,4104602,5,Neutral,252.17,53,598,NASDAQ,Failure
CipherAnalytics5283,Healthcare,23.1,1505806,3,Neutral,13.21,77,42,NASDAQ,Failure
HelixRobotics5284,Technology,22.14,3912985,6,Neutral,153.66,54,301,NASDAQ,Success
PrismBio5285,Technology,16.12,1040482,9,Bull,5.1,10,72,NYSE,Success
FluxPharma5286,Industrials,28.02,2134141,6,Bear,19.54,75,64,NASDAQ,Failure
AetherCapital5287,Energy,33.58,922839,7,Bull,743.67,54,1087,NASDAQ,Success
TitanEnergy5288,Healthcare,28.18,2813000,5,Bull,28.74,68,89,NASDAQ,Failure
OrionHealth5289,Energy,11.93,1468145,7,Bull,376.8,25,744,NYSE,Failure
StellarCorp5290,Healthcare,21.11,6519935,5,Bull,1868.92,3,2497,NASDAQ,Success
CrestInc5291,Finance,12.73,3184522,1,Bull,29.13,35,149,NYSE,Failure
SummitTechnologies5292,Real Estate,21.08,2605818,4,Bull,20.11,29,89,NYSE,Failure
PinnacleSystems5293,Consumer Goods,12.76,19155958,6,Neutral,2.14,34,14,NYSE,Success
HorizonSolutions5294,Industrials,38.04,4795977,8,Neutral,84.58,76,373,NYSE,Success
EclipseGroup5295,Energy,29.72,2262194,5,Bull,96.44,28,332,NYSE,Success
